Strategy,Window,CAGR,Sharpe,Max Drawdown,Volatility,Win Rate,Total Return
Optimized MA (10/100) — In-Sample,2015-09-18 to 2022-09-14,0.1047128238151187,0.9268317507440038,-0.16603157900471122,0.11458072662922607,0.5614973262032086,1.004745603888734
Optimized MA (10/100) — Out-of-Sample,2022-09-15 to 2025-09-18,0.150070986344514,1.2840888298384867,-0.09016971238048499,0.11397332786325176,0.560530679933665,0.5203128671890047
